title,description,url,content,category,tokens,topic
In-N-Out raises prices in response to California’s minimum wage increase - KTLA Los Angeles,In-N-Out is raising prices again just two months after California instituted a minimum wage increase for fast food workers.  The president of the popular fast food chain Lynsi Snyder said in April that she fought to keep prices down when the new minimum wage …,https://ktla.com/news/california/in-n-out-raises-prices-in-response-to-californias-minimum-wage-increase/,"In-N-Out is raising prices again just two months after California instituted a minimum wage increase for fast food workers. 
The president of the popular fast food chain Lynsi Snyder said in April t… [+1013 chars]",business,"['raising', 'prices', 'two', 'months', 'california', 'instituted', 'minimum', 'wage', 'increase', 'fast', 'food', 'workers', 'president', 'popular', 'fast', 'food', 'chain', 'lynsi', 'snyder', 'said', 'april', 'chars']",business
"Who Is Bidding for Paramount? David Ellison, Sony, Byron Allen Compete - Bloomberg","Six months into the battle to acquire Paramount Global, at least five potential suitors have emerged for the storied film and TV company.",https://www.bloomberg.com/news/articles/2024-06-11/who-is-bidding-for-paramount-david-ellison-sony-byron-allen-compete,"Six months into the battle to acquire Paramount Global, at least five potential suitors have emerged for the storied film and TV company. 
Reports that chair Shari Redstone whose family company owns… [+179 chars]",business,"['six', 'months', 'battle', 'acquire', 'paramount', 'global', 'least', 'five', 'potential', 'suitors', 'emerged', 'storied', 'film', 'tv', 'company', 'reports', 'chair', 'shari', 'redstone', 'whose', 'family', 'company', 'chars']",business
Exclusive: US House panel finds Wall St 'colluded' to curb emissions - Reuters.com,,https://www.reuters.com/sustainability/us-house-committee-report-finds-wall-street-colluded-curb-emissions-2024-06-11/,,business,[],business
[Removed],[Removed],https://removed.com,[Removed],business,['removed'],business
See porch pirate snag a package just seconds after delivery - CNN,Surveillance video shows porch pirate steal a package even before the delivery guy leaves the porch. CNN’s Jeanne Moos reports.,https://www.cnn.com/2024/06/11/entertainment/video/brazen-porch-pirate-moos-cprog-digvid-bdk,Surveillance video shows porch pirate steal a package even before the delivery guy leaves the porch. CNN's Jeanne Moos reports.,business,"['surveillance', 'video', 'shows', 'porch', 'pirate', 'steal', 'package', 'even', 'delivery', 'guy', 'leaves', 'porch', 'cnn', 'jeanne', 'moos', 'reports']",business
"Apple Pay will have more payment options this fall and will also welcome Windows, Chrome users - Yahoo Finance","Apple Inc. plans to add several new features to Apple Pay and Apple Wallet later this year that will more deeply integrate financing, rewards, and buy now...",https://finance.yahoo.com/news/apple-pay-more-payment-options-160611907.html,"NEW YORK (AP) Apple Inc. plans to add several new features to Apple Pay and Apple Wallet later this year that will more deeply integrate financing, rewards, and buy now, pay later options into the iP… [+1852 chars]",business,"['new', 'york', 'ap', 'apple', 'plans', 'add', 'several', 'new', 'features', 'apple', 'pay', 'apple', 'wallet', 'later', 'year', 'deeply', 'integrate', 'financing', 'rewards', 'buy', 'pay', 'later', 'options', 'chars']",technology
"New King Charles portrait vandalized in London gallery, animal rights group says - ABC News","Activists with Animal Rising said they ""redecorated"" the painting on Tuesday.",https://abcnews.go.com/International/new-king-charles-portrait-vandalized-london-museum-animal/story?id=111013378,"LONDON -- A recently unveiled portrait of King Charles was vandalized in a London gallery on Tuesday by an activist animal rights group, the group said.
Two of the group's supporters ""pasted the fac… [+1346 chars]",entertainment,"['london', 'recently', 'unveiled', 'portrait', 'king', 'charles', 'vandalized', 'london', 'gallery', 'tuesday', 'activist', 'animal', 'rights', 'group', 'group', 'said', 'two', 'group', 'supporters', 'pasted', 'chars']",entertainment
[Removed],[Removed],https://removed.com,[Removed],entertainment,['removed'],entertainment
"Billy Ray Cyrus files for divorce from Firerose, alleges 'inappropriate marital conduct' - New York Post ",Billy Ray Cyrus is reportedly requesting an annulment and claiming that his marriage to Firerose was obtained by fraud.,https://nypost.com/2024/06/11/entertainment/billy-ray-cyrus-files-for-divorce-from-firerose-alleges-inappropriate-marital-conduct/,"Billy Ray Cyrus is getting divorced again.
The country singer, 62, filed for divorce in May from his wife, Australian musician Johanna Firerose Hodges, 34, after less than one year of marriage, TMZ … [+4093 chars]",entertainment,"['billy', 'ray', 'cyrus', 'getting', 'divorced', 'country', 'singer', '62', 'filed', 'divorce', 'may', 'wife', 'australian', 'musician', 'johanna', 'firerose', 'hodges', '34', 'less', 'one', 'year', 'marriage', 'tmz', 'chars']",entertainment
Sage Steele Sues CAA Over Alleged Conflict of Interest In Free Speech Standoff With ESPN - Hollywood Reporter,The lawsuit stems from the agency's handling of Steele's standoff with ESPN and Disney over comments she made about the COVID-19 vaccine mandate.,http://www.hollywoodreporter.com/business/business-news/sage-steele-sues-caa-1235919943/,"After suing ESPN for allegedly suspending her in retaliation for comments she made on a podcast regarding the COVID-19 vaccine mandate, former ESPN host Sage Steele has filed a lawsuit against CAA an… [+3071 chars]",entertainment,"['suing', 'espn', 'allegedly', 'suspending', 'retaliation', 'comments', 'made', 'podcast', 'regarding', 'vaccine', 'mandate', 'former', 'espn', 'host', 'sage', 'steele', 'filed', 'lawsuit', 'caa', 'chars']",entertainment
Is Hollywood Afraid of Political Movies? - Hollywood Reporter,"As the Trump biopic 'The Apprentice' struggles to land U.S. distribution, insiders point to a broad climate of reluctance to pick up polarizing real-world titles.",http://www.hollywoodreporter.com/movies/movie-news/the-apprentice-trump-movie-1235919872/,"“I think it’s time to make movies relevant,” said Ali Abbasi to the cheering crowd at the May 20 Cannes premiere of his Donald Trump biopic The Apprentice. “It’s time to make movies political again.”… [+8215 chars]",entertainment,"['think', 'time', 'make', 'movies', 'relevant', 'said', 'ali', 'abbasi', 'cheering', 'crowd', 'may', '20', 'cannes', 'premiere', 'donald', 'trump', 'biopic', 'apprentice', 'time', 'make', 'movies', 'political', 'chars']",entertainment
‘Inside Out 2’ Eyes $135M Global Opening As Summer Box Office Rebound Continues – Preview - Deadline,"'Inside Out 2' will further keep summer box office on an upbeat note with $85M U.S. opening, $135M worldwide.",http://deadline.com/2024/06/inside-out-2-box-office-projection-1235970379/,"After the overperformance of Sony’s Bad Boys: Ride or Die, summer’s big wheels keep on turnin’ as Disney/Pixar‘s Inside Out 2is looking at what could be the biggest stateside opening of the year to d… [+4015 chars]",entertainment,"['overperformance', 'sony', 'bad', 'boys', 'ride', 'die', 'summer', 'big', 'wheels', 'keep', 'turnin', 'inside', '2is', 'looking', 'could', 'biggest', 'stateside', 'opening', 'year', 'chars']",entertainment
"‘The Boys’ Showrunner Eric Kripke on Final Season’s A-List Guest Stars, Future of ‘Gen V’ and ‘Couple’ of Other Spinoffs in Development - Variety","'The Boys' showrunner Eric Kripke talks future spinoffs, potential Season 5 cameos and more.",https://variety.com/2024/tv/news/the-boys-eric-kripke-future-spinoffs-season-5-cameos-1236033624/,"“The Boys” are back this week — but they’ll soon be gone for good.
Amazon’s satirical superhero drama will be ending with Season 5, which was announced by showrunner Eric Kripke Tuesday morning, ahe… [+5187 chars]",entertainment,"['boys', 'back', 'week', 'soon', 'gone', 'good', 'amazon', 'satirical', 'superhero', 'drama', 'ending', 'season', '5', 'announced', 'showrunner', 'eric', 'kripke', 'tuesday', 'morning', 'chars']",entertainment
[Removed],[Removed],https://removed.com,[Removed],entertainment,['removed'],entertainment
A restaurant wanting a 'grown and sexy' vibe bans diners under 30 - Yahoo Life,,https://www.yahoo.com/lifestyle/restaurant-wanting-grown-sexy-vibe-001215014.html,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",entertainment,"['click', 'partners', 'including', '238', 'part', 'iab', 'transparency', 'amp', 'consent', 'framework', 'also', 'store', 'access', 'information', 'device', 'words', 'use', 'chars']",entertainment
[Removed],[Removed],https://removed.com,[Removed],entertainment,['removed'],entertainment
'Creepy': Democratic strategist reacts to Trump commenting on Taylor Swift's looks - CNN,,https://www.youtube.com/watch?v=WjY-iUI73yg,"Your browser isnt supported anymore. Update it to get the best YouTube experience and our latest features. Learn more
Remind me later",entertainment,"['browser', 'isnt', 'supported', 'anymore', 'update', 'get', 'best', 'youtube', 'experience', 'latest', 'features', 'learn', 'remind', 'later']",entertainment
Dallas chefs win zero James Beard Awards at 2024 announcement - The Dallas Morning News,,https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5kYWxsYXNuZXdzLmNvbS9mb29kL3Jlc3RhdXJhbnQtbmV3cy8yMDI0LzA2LzExL3plcm8td2lucy1qYW1lcy1iZWFyZC1kYWxsYXMtY2hlZnMtcmVzdGF1cmFudHMtbHVjaWEtZ2VtbWEtcGV0cmEtZGlzYXBwb2ludGVkL9IBmAFodHRwczovL3d3dy5kYWxsYXNuZXdzLmNvbS9mb29kL3Jlc3RhdXJhbnQtbmV3cy8yMDI0LzA2LzExL3plcm8td2lucy1qYW1lcy1iZWFyZC1kYWxsYXMtY2hlZnMtcmVzdGF1cmFudHMtbHVjaWEtZ2VtbWEtcGV0cmEtZGlzYXBwb2ludGVkLz9vdXRwdXRUeXBlPWFtcA?oc=5,,entertainment,[],entertainment
"Amy Robach and T.J. Holmes' exes, Andrew Shue and Marilee Fiebig, get handsy in first PDA photos since shocking dating news - Page Six",A source close to the couple told Page Six in March that they are “fully together and committed” but not looking to get married anytime soon.,https://pagesix.com/2024/06/11/entertainment/andrew-shue-kisses-marilee-fiebig-grabs-butt-in-first-pda-photos/,"Andrew Shue and Marilee Fiebig were photographed kissing for the first time since Page Six broke news of their romance in December 2023. BrosNYC / BACKGRID
Andrew Shue and Marilee Fiebig, the exes o… [+4319 chars]",entertainment,"['andrew', 'shue', 'marilee', 'fiebig', 'photographed', 'kissing', 'first', 'time', 'since', 'page', 'six', 'broke', 'news', 'romance', 'december', 'brosnyc', 'backgrid', 'andrew', 'shue', 'marilee', 'fiebig', 'exes', 'chars']",entertainment
These chefs and restaurants are the 2024 James Beard Award winners - CNN,The Oscars of the food world — the James Beard Awards — were handed out on Monday night to many chefs and restaurants reflecting cultures and regions that have long been overlooked when honoring culinary achievement in the United States.,https://www.cnn.com/travel/james-beard-award-winners-2024/index.html,The Oscars of the food world the James Beard Awards were handed out Monday night to many chefs and restaurants reflecting cultures and regions that have long been overlooked when honoring culinary ac… [+9972 chars],entertainment,"['oscars', 'food', 'world', 'james', 'beard', 'awards', 'handed', 'monday', 'night', 'many', 'chefs', 'restaurants', 'reflecting', 'cultures', 'regions', 'long', 'overlooked', 'honoring', 'culinary', 'chars']",entertainment
"Defense attorney for rapper Young Thug found in contempt, ordered to spend 10 weekends in jail - Yahoo! Voices",A Georgia judge has ordered a lawyer for rapper Young Thug to spend the next 10 weekends in jail after finding him in contempt.  Defense attorney Brian Steel...,https://www.yahoo.com/news/defense-attorney-rapper-young-thug-161413188.html,"ATLANTA (AP) A Georgia judge has ordered a lawyer for rapper Young Thug to spend the next 10 weekends in jail after finding him in contempt.
Defense attorney Brian Steel represents the rapper, who i… [+4978 chars]",entertainment,"['atlanta', 'ap', 'georgia', 'judge', 'ordered', 'lawyer', 'rapper', 'young', 'thug', 'spend', 'next', '10', 'weekends', 'jail', 'finding', 'contempt', 'defense', 'attorney', 'brian', 'steel', 'represents', 'rapper', 'chars']",entertainment
Paul Giamatti Joins ‘Star Trek: Starfleet Academy’ as Main Villain - Variety,'Star Trek: Starfleet Academy' has cast Paul Giamatti in a recurring guest role as the first season's main villain.,https://variety.com/2024/tv/news/star-trek-paul-giamatti-starfleet-academy-villain-1236032978/,"Set phasers to stunned. In another casting coup, the upcoming Paramount+ series “Star Trek: Starfleet Academy” has cast Emmy winner and multiple Oscar nominee Paul Giamatti in a recurring guest role … [+2594 chars]",entertainment,"['set', 'phasers', 'stunned', 'another', 'casting', 'coup', 'upcoming', 'series', 'star', 'trek', 'starfleet', 'academy', 'cast', 'emmy', 'winner', 'multiple', 'oscar', 'nominee', 'paul', 'giamatti', 'recurring', 'guest', 'role', 'chars']",entertainment
Louisiana rapper Juvenile honored with 'Back That Thang Up' Day - WDSU New Orleans,New Orleans rapper Juvenile celebrates 25th anniversary of the release of his big hit,https://www.wdsu.com/article/new-orleans-rapper-juvenile-back-that-thang-up-day/61070256,"NEW ORLEANS —Twenty-five years ago, one of the biggest and most well-known tracks from New Orleans was released to the world. 
The song ""Back That Thang Up"" by New Orleans rapper Juvenile was releas… [+535 chars]",entertainment,"['new', 'orleans', 'years', 'ago', 'one', 'biggest', 'tracks', 'new', 'orleans', 'released', 'world', 'song', 'back', 'thang', 'new', 'orleans', 'rapper', 'juvenile', 'chars']",entertainment
"After a 13-year hiatus, who’s playing at HFStival in DC? - WTOP","One of the Washington, D.C. area’s most popular music festivals — the HFStival — is returning late this summer, and relocating to Nationals Park.",https://wtop.com/local/2024/06/after-a-13-year-hiatus-whos-playing-at-hfstival-in-dc/,"One of the D.C. area’s most popular music festivals the HFStival is returning in September, and relocating to Nationals Park.
After a week of buzz, generated last week by a post on social media, I.M… [+1448 chars]",entertainment,"['one', 'area', 'popular', 'music', 'festivals', 'hfstival', 'returning', 'september', 'relocating', 'nationals', 'park', 'week', 'buzz', 'generated', 'last', 'week', 'post', 'social', 'media', 'chars']",entertainment
‘Presumed Innocent’ suits up Jake Gyllenhaal for a pulpy courtroom drama - CNN,Jake Gyllenhaal stars as an accused prosecutor in an Apple TV+ limited series take on the 1990 movie starring Harrison Ford.,https://www.cnn.com/2024/06/11/entertainment/presumed-innocent-review-jake-gyllenhaal/index.html,"Bearing little resemblance to the 1990 movie starring Harrison Ford, Presumed Innocent has become an Apple TV+ limited series with an old-fashioned, pulpy feel old-fashioned in the way classic courtr… [+2627 chars]",entertainment,"['bearing', 'little', 'resemblance', '1990', 'movie', 'starring', 'harrison', 'ford', 'presumed', 'innocent', 'become', 'apple', 'limited', 'series', 'pulpy', 'feel', 'way', 'classic', 'chars']",technology
Kuya Lord Chef Lord Maynard Llera Takes Home the James Beard Award for Best Chef: California - Eater LA,Maynard’s win was the only one for Los Angeles this year,https://la.eater.com/2024/6/11/24175874/james-beard-foundation-awards-2024-winners-los-angeles,"Kuya Lord chef Lord Maynard Llera won the James Beard Award for Best Chef: California at the 2024 ceremony held on June 10 in Chicago. This is his first James Beard Award win, and the only award Los … [+2653 chars]",entertainment,"['kuya', 'lord', 'chef', 'lord', 'maynard', 'llera', 'james', 'beard', 'award', 'best', 'chef', 'california', '2024', 'ceremony', 'held', 'june', '10', 'chicago', 'first', 'james', 'beard', 'award', 'win', 'award', 'los', 'chars']",entertainment
"Why stop watching so much TV? It affects how you age, new study says - CNN","Get moving for healthy aging, particularly if you spend a lot of time on the couch. A new study shows just how much swapping activity for TV can impact how you age.",https://www.cnn.com/2024/06/11/health/sedentary-tv-aging-wellness/index.html,"Sign up for CNNs Fitness, But Better newsletter series. Our seven-part guide will help you ease into a healthy routine, backed by experts.
Swapping out time in front of the TV for physical activity … [+4142 chars]",health,"['sign', 'cnns', 'fitness', 'better', 'newsletter', 'series', 'guide', 'help', 'ease', 'healthy', 'routine', 'backed', 'experts', 'swapping', 'time', 'front', 'tv', 'physical', 'activity', 'chars']",health
"Bird flu detected in wastewater samples in greater Houston area but no human cases, officials say - KTRK-TV",,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vYWJjMTMuY29tL3Bvc3QvYmlyZC1mbHUtZGV0ZWN0ZWQtd2FzdGV3YXRlci1zYW1wbGVzLWdyZWF0ZXItaG91c3Rvbi1hcmVhLzE0OTM2MzEyL9IBAA?oc=5,,health,[],health
"As COVID cases climb in California, a look at symptoms and testing - San Francisco Chronicle",,https://www.sfchronicle.com/health/article/covid-summer-symptoms-testing-19507058.php,,health,[],health
[Removed],[Removed],https://removed.com,[Removed],health,['removed'],health
"Vegan fake meats linked to heart disease, early death: study - New York Post ","“It is important to emphasize that just because a food or drink is technically plant-based, it does not mean it is healthy,” said Duane Mellor, a dietitian and spokesperson for the British Di…",https://nypost.com/2024/06/11/lifestyle/vegan-fake-meats-linked-to-heart-disease-early-death-study/,"This is not ha-pea news for vegans.
While experts extol the health and environmental benefits of a diet free of animal products, new research suggests that consuming ultra-processed vegan food can i… [+3423 chars]",health,"['news', 'vegans', 'experts', 'extol', 'health', 'environmental', 'benefits', 'diet', 'free', 'animal', 'products', 'new', 'research', 'suggests', 'consuming', 'vegan', 'food', 'chars']",health
"Stray cat tests positive for rabies in Voorhees, NJ - WPVI-TV","A stray cat has tested positive for rabies in Voorhees, New Jersey, health officials announced on Tuesday.",https://6abc.com/post/stray-cat-tests-positive-rabies-voorhees-new-jersey/14936115/,"VOORHEES, New Jersey (WPVI) -- A stray cat has tested positive for rabies in Voorhees, New Jersey, health officials announced on Tuesday.
The cat was brought to an animal shelter on May 23 to be mon… [+2354 chars]",health,"['voorhees', 'new', 'jersey', 'wpvi', 'stray', 'cat', 'tested', 'positive', 'rabies', 'voorhees', 'new', 'jersey', 'health', 'officials', 'announced', 'tuesday', 'cat', 'brought', 'animal', 'shelter', 'may', '23', 'chars']",health
Moderna president: Company outlook 'stabilizing' thanks to new flu-COVID vaccine data - Yahoo Finance,Moderna revealed its combination flu/COVID vaccine performed better than the two shots independently.,https://finance.yahoo.com/news/moderna-president-company-outlook-stabilizing-thanks-to-new-flu-covid-vaccine-data-155345031.html,"Moderna (MRNA) is on its way to getting a third mRNA-based vaccine approved by the FDA if the regulatory agency likes the data released Monday for a combination flu-COVID shot.
The company said the … [+3861 chars]",health,"['moderna', 'mrna', 'way', 'getting', 'third', 'vaccine', 'approved', 'fda', 'regulatory', 'agency', 'likes', 'data', 'released', 'monday', 'combination', 'shot', 'company', 'said', 'chars']",business
4 signs your body needs a break and 1 easy trick to combat stress - New York Post ,"According to recent research, the biggest stressors of daily American life are finances (52%), current events (37%), health (37%) and relationships (29%).",https://nypost.com/2024/06/11/lifestyle/4-signs-your-body-needs-a-break-and-1-easy-trick-to-combat-stress/,"Don’t say yes to the stress.
According to recent research, the biggest stressors of daily American life are finances (52%), current events (37%), health (37%) and relationships (29%).
When our bodi… [+5575 chars]",health,"['say', 'yes', 'stress', 'according', 'recent', 'research', 'biggest', 'stressors', 'daily', 'american', 'life', 'finances', '52', 'current', 'events', '37', 'health', '37', 'relationships', '29', 'chars']",health
Microplastics found in every semen test sample in study - Boing Boing,,https://boingboing.net/2024/06/11/microplastics-found-in-every-semen-test-sample-in-study.html,,health,[],health
Ohio leads country in percentage increase of strokes: What's causing it - Dayton Daily News,,https://www.daytondailynews.com/ohio/ohio-leads-country-in-percentage-increase-of-strokes-whats-causing-it/6Y2OQUJZFVHR7OMTXUDRJMZBCE/,"After seeing a few years of declining strokes, the U.S. has reversed course, seeing increases in the prevalence of strokes over the last decade, with Ohio leading the nation, according to the Centers… [+6500 chars]",health,"['seeing', 'years', 'declining', 'strokes', 'reversed', 'course', 'seeing', 'increases', 'prevalence', 'strokes', 'last', 'decade', 'ohio', 'leading', 'nation', 'according', 'chars']",health
Weight loss coach reveals 3 foods that could sabotage your goals - New York Post ,"“These foods I’m seeing eaten in excess, not moderation, which can make weight loss really difficult,” Jenna Rizzo said in a Monday TikTok that has enticed more than 28,200 views.",https://nypost.com/2024/06/11/lifestyle/weight-loss-coach-reveals-3-foods-that-could-sabotage-your-goals/,"She’s no friend of store-bought blends.
Pre-made smoothies and cocktails as well as frozen foods should be avoided if you’re trying to shed pounds, a Georgia women’s weight loss coach claims.
“Thes… [+2453 chars]",health,"['friend', 'blends', 'smoothies', 'cocktails', 'well', 'frozen', 'foods', 'avoided', 'trying', 'shed', 'pounds', 'georgia', 'women', 'weight', 'loss', 'coach', 'claims', 'chars']",health
Consistent ADHD medication use linked to lower crime rates in adolescents - PsyPost,"Adolescents in the Netherlands who consistently take their ADHD medication are significantly less likely to commit minor offenses, according to a recent study.",https://www.psypost.org/consistent-adhd-medication-use-linked-to-lower-crime-rates-in-adolescents/,A study from the Netherlands found that adolescents with attention-deficit/hyperactivity disorder (ADHD) who consistently take their medication are 33% to 38% less likely to commit minor offenses com… [+3732 chars],health,"['study', 'netherlands', 'found', 'adolescents', 'disorder', 'adhd', 'consistently', 'take', 'medication', '33', '38', 'less', 'likely', 'commit', 'minor', 'offenses', 'chars']",science
"As FDA urges crackdown on bird flu in raw milk, some states say their hands are tied - CBS News","While raw milk can't be sold over state lines, some states permit sales within their borders.",https://www.cbsnews.com/news/bird-flu-raw-milk-fda-crackdown-wyoming-iowa-minnesota/,Officials in two of the three states probing their first cases of bird flu in dairy cattle this month said their hands are tied after the Food and Drug Administration pleaded with states to ramp up t… [+6129 chars],health,"['officials', 'two', 'three', 'states', 'probing', 'first', 'cases', 'bird', 'flu', 'dairy', 'cattle', 'month', 'said', 'hands', 'tied', 'food', 'drug', 'administration', 'pleaded', 'states', 'ramp', 'chars']",health
New Lung Cancer Treatment Boasts 'Unprecedented' Trial Results - ExtremeTech,,https://www.extremetech.com/science/new-lung-cancer-treatment-boasts-unprecedented-trial-results,,health,[],health
Why stress and depression take a toll on women’s heart health - The Washington Post,A growing body of evidence suggests the effects of mental health have a disproportionate impact on women’s bodies.,https://www.washingtonpost.com/wellness/2024/06/11/depression-stress-women-heart-health/,"Dianne Travis-Teague remembers clutching her chest as she navigated the chaos of a crowded hospital parking lot, searching for a space amid the throng of vehicles. For weeks a clinic in her hometown … [+9760 chars]",health,"['dianne', 'remembers', 'clutching', 'chest', 'navigated', 'chaos', 'crowded', 'hospital', 'parking', 'lot', 'searching', 'space', 'amid', 'throng', 'vehicles', 'weeks', 'clinic', 'hometown', 'chars']",health
New neuroscience research reveals the remarkable impact of exercise on brain cells - PsyPost,"Exercise rejuvenates brain cells in aging mice, reversing inflammation and improving memory, suggesting it as a powerful tool to combat cognitive decline with age.",https://www.psypost.org/new-neuroscience-research-reveals-the-remarkable-impact-of-exercise-on-brain-cells/,New research published in the journal Aging Cell sheds light on the potential of exercise to prevent or slow down cognitive decline associated with aging. This study found that exercise can significa… [+6413 chars],health,"['new', 'research', 'published', 'journal', 'aging', 'cell', 'sheds', 'light', 'potential', 'exercise', 'prevent', 'slow', 'cognitive', 'decline', 'associated', 'aging', 'study', 'found', 'exercise', 'chars']",science
Weight loss surgery more effective than obesity drugs: study - New York Post ,"“Surgery needs to play a bigger role in obesity treatment and be considered earlier in the disease process,” said study co-author and bariatric surgeon Dr. Marina Kurian of NYU Langone …",https://nypost.com/2024/06/11/lifestyle/weight-loss-surgery-more-effective-than-obesity-drugs-study/,"Sorry, Ozempic users.
Bariatric surgery leads to more weight loss that’s longer-lasting compared to drugs like Ozempic and Wegovy and behavioral changes such as diet and exercise, new research finds… [+3598 chars]",health,"['sorry', 'ozempic', 'users', 'bariatric', 'surgery', 'leads', 'weight', 'loss', 'compared', 'drugs', 'like', 'ozempic', 'wegovy', 'behavioral', 'changes', 'diet', 'exercise', 'new', 'research', 'chars']",science
Patients prescribed Ozempic and other similar drugs facing serious medical issues - TribLIVE,"Multidistrict litigation filed against Ozempic; cases estimated to reach over 10,000 According to the Centers for Disease Control and Prevention, rates of obesity have steadily increased over the past few decades, with a staggering 41.2% of adults in the Unit…",https://triblive.com/news/partner-news/patients-prescribed-ozempic-and-other-similar-drugs-facing-serious-medical-issues/,"Multidistrict litigation filed against Ozempic; cases estimated to reach over 10,000
According to the Centers for Disease Control and Prevention, rates of obesity have steadily increased over the pa… [+3841 chars]",health,"['multidistrict', 'litigation', 'filed', 'ozempic', 'cases', 'estimated', 'reach', 'according', 'centers', 'disease', 'control', 'prevention', 'rates', 'obesity', 'steadily', 'increased', 'chars']",health
"Bat in house: How to remove a bat from your home, tips, who to call - Democrat & Chronicle",Advice on what to do if you or your pet come into contact with a bat.,https://www.democratandchronicle.com/story/news/2024/06/11/bat-in-house-how-to-remove-a-bat-from-your-home-tips-who-to-call/74042274007/,"The fear of creepy crawlies has been stoked to frenzied levels with news of the impending arrival of the Joro flying spider, a giant venomous spider that doesnt really fly so much as float, but, well… [+2968 chars]",health,"['fear', 'creepy', 'crawlies', 'stoked', 'frenzied', 'levels', 'news', 'impending', 'arrival', 'joro', 'flying', 'spider', 'giant', 'venomous', 'spider', 'doesnt', 'really', 'fly', 'much', 'float', 'chars']",health
"Is honeydew good for you? Melon nutrition facts, explained by experts - USA TODAY","Honeydew melon is often relegated to be filler in a fruit salad. But from a nutrition standpoint, experts say it's worth adding to your diet.",https://www.usatoday.com/story/life/health-wellness/2024/06/11/is-honeydew-good-for-you/73771853007/,"Honeydew melon is often relegated to be filler in a fruit salad. But from a nutrition standpoint, experts say it holds its own as a fruit worth adding to your diet.
""Eat more fruit, period,"" registe… [+2451 chars]",health,"['honeydew', 'melon', 'often', 'relegated', 'filler', 'fruit', 'salad', 'nutrition', 'standpoint', 'experts', 'say', 'holds', 'fruit', 'worth', 'adding', 'diet', 'eat', 'fruit', 'period', 'chars']",health
Boeing's Starliner has 5 'small' helium leaks as astronauts' ISS mission is extended: NASA - ABC News,The astronauts are now scheduled to return to Earth on June 18.,https://abcnews.go.com/US/boeings-starliner-5-small-helium-leaks-astronauts-iss/story?id=111012781,"Boeing's Starliner spacecraft is experiencing five ""small"" helium leaks as its first astronaut-crewed flight test continues, the aerospace company and NASA said in an update on Monday.
While a major… [+3023 chars]",science,"['boeing', 'starliner', 'spacecraft', 'experiencing', 'five', 'small', 'helium', 'leaks', 'first', 'flight', 'test', 'continues', 'aerospace', 'company', 'nasa', 'said', 'update', 'monday', 'chars']",business
Recent Solar Outbursts Trigger Dramatic Auroras on Mars - Gizmodo,"During a recent solar storm, NASA's Curiosity rover detected its highest-ever level of radiation reaching the surface of Mars.",https://gizmodo.com/mars-solar-storm-auroras-radiation-particles-1851532453,"A recent outburst from the Sun sent a strong blast of charged particles and radiation towards Mars, allowing scientists to get a rare glimpse at how these events unfold on planets other than Earth.
… [+3235 chars]",science,"['recent', 'outburst', 'sun', 'sent', 'strong', 'blast', 'charged', 'particles', 'radiation', 'towards', 'mars', 'allowing', 'scientists', 'get', 'rare', 'glimpse', 'events', 'unfold', 'planets', 'earth', 'chars']",science
Drug-resistant superbug that mutated in orbit thrives inside International Space Station - New York Post ,"A scientific study identified a drug-resistant superbug living with astronauts inside the International Space Station, according to a recently published report.",https://nypost.com/2024/06/11/us-news/superbug-that-mutated-in-orbit-thrives-inside-international-space-station/,"It’s an-out-of-this-world infestation. 
Astronauts aboard the International Space Station are living with a newly discovered supercharged, drug-resistant bug, according to a new scientific study. 
… [+1874 chars]",science,"['infestation', 'astronauts', 'aboard', 'international', 'space', 'station', 'living', 'newly', 'discovered', 'supercharged', 'bug', 'according', 'new', 'scientific', 'study', 'chars']",science
"Spaceflight is hard on humans, but scientists see no showstoppers - The Washington Post","New research said there is nothing that would prevent the continued expansion of humanity into space, including long-duration journeys to Mars.",https://www.washingtonpost.com/science/2024/06/11/spaceflight-astronaut-human-body/,"Spaceflight can be brutal on the human body bones lose density, muscles atrophy, the immune system goes haywire and countermeasures will be necessary if large numbers of people will be routinely livi… [+3161 chars]",science,"['spaceflight', 'brutal', 'human', 'body', 'bones', 'lose', 'density', 'muscles', 'atrophy', 'immune', 'system', 'goes', 'haywire', 'countermeasures', 'necessary', 'large', 'numbers', 'people', 'routinely', 'chars']",science
A missing link in the timeline of Earth's chemistry may have been found - Space.com,Eight reactions could connect ancient Earth to modern day. Here's how.,https://www.space.com/earth-modern-biochemistry-timeline-metabolic-reactions,"A missing piece of Earth's evolutionary timeline may have been found. Using computational modeling, a team of scientists explored how working backwards from modern biochemistry could help map out how… [+7013 chars]",science,"['missing', 'piece', 'earth', 'evolutionary', 'timeline', 'may', 'found', 'using', 'computational', 'modeling', 'team', 'scientists', 'explored', 'working', 'backwards', 'modern', 'biochemistry', 'could', 'help', 'map', 'chars']",science
